algo,lr,loss
cover:8:psi:0.01:nounif:mtr,learning_rate:10.0,0.587947909090909
bag:2:ips,learning_rate:1.0,0.5880143636363636
cover:16:psi:0.1:nounif:ips,learning_rate:0.3,0.5882870909090909
cover:8:psi:0:nounif:mtr,learning_rate:0.001,0.5883959999999999
bag:16:mtr,learning_rate:0.03,0.5886644545454545
bag:2:ips,learning_rate:0.003,0.5897856363636363
cover:8:psi:0.01:ips,learning_rate:3.0,0.5898359090909091
epsilon:0.02:ips,learning_rate:1.0,0.5899182727272727
cover:4:psi:0:nounif:mtr,learning_rate:0.03,0.5900799999999999
cover:4:psi:0:dr,learning_rate:1.0,0.5900928181818182
epsilon:0.05:dr,learning_rate:0.3,0.5901631818181818
cover:8:psi:0.1:dr,learning_rate:1.0,0.590271
cover:8:psi:0.1:nounif:mtr,learning_rate:0.1,0.5904210000000001
cover:16:psi:0.01:dr,learning_rate:1.0,0.5904925454545454
bag:4:dr,learning_rate:0.03,0.5906178181818181
